product_id,name,main_category,sub_category,ratings,no_of_ratings,price (USD),cost (USD)
bx-1YOXCR,Hamelin Women's Fold Over Sling Bags for Girls and Women | Stylish Vegan Leather Ladies Purse for Mobile/Makeup | Woven De...,accessories,Bags & Luggage,4.6,6,28.0,5.4
bx-1YPPAB,BEZELO Analog Couple Watch Black DIAL PR-SF-1067-BLACK,accessories,Watches,,,48.0,34.6
bx-1YQ2SF,CLOUDD CR2032 3V Lithium Button Battery Pack 2,"tv, audio & cameras",All Electronics,2.9,21,5.0,2.0
bx-1YRBCV,"Heapwell Superfoods Japanese Ceremonial Matcha Green Tea, AA Grade, -30 g",grocery & gourmet foods,"Coffee, Tea & Beverages",4.0,114,18.0,15.6
bx-1YRER6,Evelyn Wrist Watch for Womens EVE-492,accessories,Watches,3.6,93,12.0,2.9
bx-1YRETG,GUESS Analog White Dial Women's Watch-GW0308L2,accessories,Watches,Get,FREE Delivery by Amazon,150.0,85.1
bx-1YRJGL,Zeel Clothing Women's Silk Embroidered Semi-Stitched New Lehenga Choli with Dupatta (105-Pink-Wedding-Bridal-Latest-Leheng...,women's clothing,Clothing,4.2,7,120.0,5.5
bx-1YRK76,Shararat Women's Cotton All Over Print Maxi Kaftan Nighty,women's clothing,Clothing,3.7,63,12.0,8.2
bx-1YRMI3,"TRASA Tube Bra for Women's and Girls Nylon & Spandex Non-Padded, Non-Wired Seamless Bra (Free Size) (Size 28 to 36) - Blac...",women's clothing,Clothing,3.8,70,12.0,2.9
bx-1YSN6L,RPS FASHION WITH DEVICE OF R Black Attractive and PU Belt Analog Watch - for Boys & Girls,accessories,Watches,,,12.0,2.8
bx-1YSUQ1,Ap'pulse Women's Long Sleeve Thumbopen Sports Tshirt(Pack of 2),sports & fitness,Yoga,4.0,15,24.0,12.5
bx-1YSZWW,"TheGiftKart Back Cover for Poco X3 PRO/Poco X3 (Polycarbonate, TPU/Black)","tv, audio & cameras",All Electronics,4.2,"2,178",12.0,4.8
bx-1YT0W2,"HaappyBox Dashing Bracelet Watch for Girls, Excellent Gift for Women",accessories,Watches,4.0,1,10.0,0.4
bx-1YTRW0,Skybags Polypropylene 46 Cms Travel Bag(DFACN1GRN_Green),accessories,Bags & Luggage,3.9,113,23.0,8.5
bx-1YU67W,ISRE Dio Bike Logo Fabric Locking ID tag Key Chain Hook Keychain (Black),accessories,Bags & Luggage,4.0,8,4.0,0.5
bx-1YUBZZ,Coworker Leaving Gift for Men Women Keychain-Going Away Gifts New Job Keychain Funny Goodbye Thank You for Employees Boss ...,accessories,Bags & Luggage,4.7,92,12.0,9.2
bx-1YUUFC,Figata 2 Piece Nighties Set with Set of Nighty & Gown Free Size Suited for Large to XXL Pink,women's clothing,Clothing,3.0,1,19.0,9.1
bx-1YVE2W,Amazon Brand - Symbol Analog Black Dial Women's Watch-AZ-SYW-SS21A-09D,accessories,Watches,4.0,13,22.0,6.1
bx-1YX6DV,HARRICA Festive Women White Kurta and Dupatta Georgette with Attached Inner American Crape for Women and Girls,women's clothing,Clothing,3.5,120,18.0,13.8
bx-1YYE1M,"GadgetBite Soft Silicon Magnetic Strap Cable String for Airpods 1, Airpods 2, Airpods Pro, Classic Black","tv, audio & cameras",All Electronics,3.8,"3,541",7.0,2.5
bx-1YYYSF,Amkette 4 Port Superspeed USB Hub 3.0 for PC/Laptops with Charging Function and 0.8 Meter Built-in Cable (Black),"tv, audio & cameras",All Electronics,4.5,"1,9",17.0,11.3
bx-1YZR5T,Sakar Sales 1Pcs Automatic Air Inflatable U-Shape Travel Pillow Neck Airplane Car Pillows Ring Pillow Folding Press Type B...,accessories,Bags & Luggage,4.0,1,8.0,2.2
bx-1Z0HQZ,Khushal K Women's Rayon Kurta With Palazzo,women's clothing,Clothing,3.9,648,24.0,19.7
bx-1Z0XO3,FURLA Block Analog Rose Gold Dial Women's Watch-WW00011006L3,accessories,Watches,5.0,1,,0.0
bx-1Z1M2E,RUSTET Analogue Tree Couple Magnet Strap Girls Women All Magnetic Chain Wrist Watch,accessories,Watches,,,10.0,2.2
bx-1Z246V,(Renewed) boAt Rockerz 510 Bluetooth Wireless On Ear Headphones with Mic (Green),"tv, audio & cameras",All Electronics,3.9,"1,91",,0.0
bx-1Z26WC,EAYIRA Fabric Toiletry Bag (Navy Blue_TSB-7_10),accessories,Bags & Luggage,4.2,"1,026",12.0,8.4
bx-1Z2HWN,NanoEdge Full Legs Stockings for Women & Girls Thigh-High Stockings Free Size (28 Till 34) Pack of 2 (Black & Skin),women's clothing,Clothing,2.7,102,6.0,2.0
bx-1Z2YBY,"SCORLIFE MARKETING Red Aloevera Juice Immunity Booster, Reduce Face Marks, Sugar Free (500 ml)",grocery & gourmet foods,"Coffee, Tea & Beverages",5.0,2,10.0,5.5
bx-1Z6ZAV,pass pass Analogue Gold Color Watch for Women and Girls.,accessories,Watches,,,12.0,7.1
bx-1Z70W6,Women's Bermuda Shorts|(Pack of 2),women's clothing,Clothing,3.5,2,12.0,9.8
bx-1Z7L6Z,Women's Watch Combo with Bracelet with Quartz Movement,accessories,Watches,,,12.0,7.6
bx-1Z89P4,PK MART Women's Chiffon multi leheriya Saree With Blouse Piece,women's clothing,Clothing,2.8,10,12.0,2.5
bx-1Z8SED,Womens Wristwatch Analog Purple Dial Women's Watch-O-56182CMLI,accessories,Watches,5.0,1,30.0,20.3
bx-1Z9P7X,RANGINDHAGA Women's White and Blue color Cotton Blend Printed Readymade Straight Kurti Palazzo Pants Set salwar suit set f...,women's clothing,Clothing,5.0,2,18.0,4.8
bx-1ZAG23,Caprese Women's Western (Pista),accessories,Bags & Luggage,4.0,1,40.0,14.1
bx-1ZB50J,Talgo Geneva Black Rubber Belt Quartz Movement Women Analog Watch,accessories,Watches,5.0,1,8.0,3.0
bx-1ZBQAT,"Real Fruit Power Juice - Orange, 1L Carton",grocery & gourmet foods,"Coffee, Tea & Beverages",4.4,24,2.0,0.5
bx-1ZC9P4,"IMAWORKS Packing Cubes 4 Set Travel Organizer For Men and Women Cloth Storage Luggage Packing Organiser Bags (2 Big, 1 Med...",accessories,Bags & Luggage,4.8,6,16.0,7.9
bx-1ZD39R,Khadija TEX Digital Projector 24 Images Cartoon Stylish Kids Watches(Baby Pink),accessories,Watches,,,7.0,6.0
bx-1ZE536,NEUTRON Style Analog Silver and Black Color Dial Men Watch - BL46.105-(15-S-20) (Pack of 2),accessories,Watches,,,15.0,7.3
bx-1ZFQYB,"Diving Deep Waterproof Women's Backpacks, Portable Multipurpose Anti-Theft Rucksack Lightweight Shoulder Bag with 2 Adjust...",accessories,Bags & Luggage,3.5,16,15.0,10.3
bx-1ZH01C,SHENGKE Minimalist Women Watch Ultra-Thin Leather Strap Fashion Quartz Ladies Watches Waterproof reloj de Mujer,accessories,Watches,4.3,"1,742",120.0,100.1
bx-1ZH3HI,Preneum Casual Latest Full Sleeves Tshirt for Women,women's clothing,Clothing,5.0,1,10.0,6.9
bx-1ZHRPS,Adlynlife 22mm Smart Watch Straps/Smart Watch Band Compatible for Realme Watch S/Realme S Pro (Black),"tv, audio & cameras",All Electronics,4.5,319,12.0,0.3
bx-1ZI9U0,HUION HS610 Graphics Drawing Tablet Battery-Free Stylus Android Windows macOS with 10x6.25inch Working Area Pen Tablet (HS...,"tv, audio & cameras",All Electronics,4.4,"1,082",86.0,58.4
bx-1ZJ0DY,TGL Dark Melody 100% Arabica Roasted Coffee French Press Coffee Coarse Grind (200 Grams),grocery & gourmet foods,"Coffee, Tea & Beverages",3.8,25,6.0,2.3
bx-1ZKY80,Roshfort Men Women Oval Round Desirable Anti Glare Eye Protection Zero Power Demo Clear Glasses Spectacles Frames girls boys,women's clothing,Clothing,3.3,11,18.0,14.1
bx-1ZL24Z,Tissot Women's TIST0722101105800 T-Lady Analog Display Quartz Silver Watch,accessories,Watches,4.8,12,426.0,76.4
bx-1ZLC4Y,Buynewtrend Georgette Floral Print Women Short Shrug,women's clothing,Clothing,,,17.0,1.8
bx-1ZMGO8,Green Apple Inc Velvet Soft Fabric Inflatable Sleeping Travel Air Pillow (Pack of 1),accessories,Bags & Luggage,3.1,37,6.0,0.3
bx-1ZMQYE,"Syga Winter Earmuffs Fashion Faux Fur Ear Warmer Soft Warm Windproof Earmuffs for Kids, Women and Men for Outdoor Activiti...",women's clothing,Clothing,3.4,53,7.0,6.1
bx-1ZMV8D,realme Buds Q2s Bluetooth Truly Wireless in Ear Earbuds with Mic (White),"tv, audio & cameras",All Electronics,3.9,"2,315",42.0,11.4
bx-1ZO67O,Asera Popit Cartoon Keyrings/ Keychains for Kids Birthday Return Gifts Party Favors Take Away Gifts (Set of 24),accessories,Bags & Luggage,5.0,1,19.0,8.9
bx-1ZO8OH,The Clownfish Handbag for Women Office Bag Ladies Shoulder Bag Tote For Women College Girls,accessories,Bags & Luggage,4.5,4,24.0,19.2
bx-1ZOPHE,rytras Western Dresses for Women | A-Line Calf-Length Dress | Maxi Western Dress for Women,women's clothing,Clothing,4.0,5,24.0,19.4
bx-1ZQ95G,Boya BY-M1DM Dual Lavalier Universal Auxiliary Omnicirectional Microphone with a Single 1/8 Stereo Connector for Smartphon...,"tv, audio & cameras",All Electronics,4.0,"70,316",48.0,34.3
bx-1ZR36F,Fastrack Analog Silver Dial Women's Watch-6276SM01,accessories,Watches,Get,FREE Delivery by Amazon,58.0,30.5
bx-1ZSB43,"H&B Jute Lunch bag – Jute bag for lunch, Bags for Men, Bags for girls, Travel bag, Bag for women, Jute handbags for girls...",accessories,Bags & Luggage,4.1,55,12.0,6.7
bx-1ZSDNE,Watch Me White Women's Stainless Steel Analog Watch-WMAL-130omt,accessories,Watches,,,36.0,13.2
bx-1ZSLMI,Pappi-Haunt Kids First Choice - Birthday/Party Return Gift - Set of 8 Multicolor LED Bands Watch,accessories,Watches,5.0,1,18.0,0.7
bx-1ZU2S8,Club A9 Women's Cotton Regular Fit Printed Capris (Pack of 3) (WCCOMBO3_MIX_NEW),women's clothing,Clothing,4.1,29,36.0,25.5
bx-1ZUMYY,Watch City Women Watch Dial and Stainless Steel Belt Analog Watch for Girls and Women Female Ladies Watch,accessories,Watches,4.2,4,16.0,12.7
bx-1ZVEKI,TheGiftKart Back Cover Case for OnePlus Nord CE 5G (2021) (Crystal Clear | Shockproof | Hybrid TPU & PC | Transparent Back...,"tv, audio & cameras",All Electronics,4.1,"2,652",12.0,0.3
bx-1ZW5DN,Royster Callus Royster Callus Maroon Leather Men's Wallet (RCW1019-3),accessories,Bags & Luggage,3.9,132,19.0,12.0
bx-1ZWR5B,MAVOTANK Large Capacity Folding Travel Bag - Sports Gym Bag with Wet Pocket & Shoes Compartment - Portable Foldable Travel...,accessories,Bags & Luggage,,,24.0,4.5
bx-1ZY8N8,FZ FORZA Tarami Badminton Shoes (Blue),sports & fitness,Badminton,Get,FREE Delivery by Amazon,84.0,40.4
bx-1ZYOHV,Swiss Military Polyester 46 cms Black Laptop Backpack and Combo Packs,accessories,Bags & Luggage,3.4,92,24.0,6.6
bx-1ZYW1A,OneAssist 1 Year Extended Warranty Plan for Headphones 1001 to 2000 - Email Delivery Within 2 Hours,"tv, audio & cameras",All Electronics,3.8,"1,003",3.0,2.0
bx-2007P6,TIMENTER Luxury Analog Black Color Dial Men Watch - BCPL22-BL46.5 (Pack of 2),accessories,Watches,,,11.0,1.0
bx-201LCU,RodZen Women's Cotton Loose Fit Oversized Printed T-Shirt,women's clothing,Clothing,,,18.0,1.4
bx-201YXA,VSTAR Pretty Girl Soft-Touch Cotton Printed Hipsters for Women with Double Layered Contoured Pouch for Superior Comfort an...,women's clothing,Clothing,4.0,394,6.0,2.6
bx-202686,NEUTRON Diwali Analog White and Black Color Dial Women Watch - G62-(32-L-10) (Pack of 2),accessories,Watches,,,9.0,3.1
bx-202BJT,RangTeq Multipurpose Different Size Combo of 2 Yoga Print Jute Lunch Carry Bag with Zipper Closure Beige,accessories,Bags & Luggage,3.0,16,7.0,4.5
bx-206S9Q,Peepal Farm Classic Kombucha - Pack of 2 (350ml each) | Contains B12 Naturally,grocery & gourmet foods,"Coffee, Tea & Beverages",4.0,78,3.0,1.7
bx-207884,Classmate Octane Colour Burst-Multicolour Gel Pens (Pack of 10) | Gold & Silver Glitter Sparkle Pens|10 colour ink shades ...,"tv, audio & cameras",All Electronics,4.4,"10,972",1.0,0.2
bx-207N0N,"24x7 eMall Panda cute Eye shade, Eyepad, Eye mask For sleeping, Animal Soft Eye Shade (Panda Eyes Set OF 2)",accessories,Bags & Luggage,4.0,"1,573",7.0,5.3
bx-2082HI,Thaili No 7 Tiffin Bag 16in x 15in x 7in TB-412,accessories,Bags & Luggage,4.3,40,12.0,5.9
bx-208PTA,FIORRA Women's Maroon Poly Crepe Straight Kurta with Pant and Dupatta,women's clothing,Clothing,4.0,599,24.0,13.5
bx-2097MX,MEXFY Waist Mounted Storage Bag for Man and Woman | Reflective Waist Belt Running Bag Water Bottle Holder Sports Running M...,accessories,Bags & Luggage,3.7,4,8.0,4.4
bx-209BUI,GROOT Fashionable Analog Black Color Dial Men Watch - BL46.112-B32 (Pack of 2),accessories,Watches,,,14.0,5.7
bx-20AP2K,Bellina D pocket Maroon Shoulder handbag for women,accessories,Bags & Luggage,3.6,265,19.0,12.2
bx-20BMBZ,Earmark Flower Print Lingerie Sets Pack of 3,women's clothing,Clothing,3.4,597,16.0,0.8
bx-20BO5E,DailyObjects Unisex All Sunday Sling Crossbody Bag | Solid Canvas Purse With Internal & External Pockets | Storage Space F...,accessories,Bags & Luggage,4.2,12,36.0,4.8
bx-20BS7N,"Goatter Hunter Leather 9.5"" Inch Sling Cross-BodyBag for Girls And Women,",accessories,Bags & Luggage,4.4,72,48.0,37.1
bx-20C2TI,TIMEX Fashion Analog Silver Dial Women's Watch - TW000Y804,accessories,Watches,3.5,9,,0.0
bx-20CISV,Tommy Hilfiger Womens Metallic Analogue Watch - NBTH1781780 (White_Free Size),accessories,Watches,5.0,3,126.0,32.8
bx-20D4XB,RUSTET Analogue RLX Peacock Rose Magnet Strap Girls Women All Magnetic Chain Wrist Watch,accessories,Watches,4.0,1,10.0,5.3
bx-20DSQP,Delsey Banjul Denier Polyester 78 CM 4 Wheels Red Soft Suitcase,accessories,Bags & Luggage,3.9,17,192.0,150.0
bx-20EGXK,GROOT Model Analog Brown and Gold Color Dial Men Watch - BL46.65-(36-S-21) (Pack of 2),accessories,Watches,,,14.0,8.7
bx-20FQ46,Smily Creation Women's Knee Length Gown,women's clothing,Clothing,3.2,"3,113",12.0,3.1
bx-20GC2H,Safari Soft Luggage Bags Set of 3| Number Lock| 4W Trolley Bag | Polycarbonate Soft Body Suitcase| Size- Cabin+Medium+Larg...,accessories,Bags & Luggage,3.5,3,324.0,53.5
bx-20GPYU,"Mellifluous Soft Fleece Fabric Cozy Winter Jacket for Pet | Washable| Warm| for All Types of Dog Breeds and Puppies (M, Red)",pet supplies,Dog supplies,4.5,11,24.0,2.5
bx-20HSR9,Shocknshop Analog Multi Colored Flower Design Dial Combo Wrist Watch for Women Girls - (Black & Pink Colored Strap),accessories,Watches,,,16.0,7.8
bx-20HZPP,American Tourister Cruze ABS 70 cms Red Hardsided Suitcase,accessories,Bags & Luggage,4.3,391,135.0,98.7
bx-20IDBI,AUREX Round Shaped Date Functioning Stainless Steel Analog Pink Dial Women's Bracelet Watch (AX-LR549-PKC),accessories,Watches,3.8,6,23.0,17.4
bx-20IE1T,"Puma Unisex-Adult Suede Wallet IND I, Black, X (5405201)",accessories,Bags & Luggage,4.0,379,16.0,11.8
bx-20KP02,DEALSEVEN FASHION Women's Silky Net Lightly Padded Non-Wired Bralette Bra(SFH266_Size :28 to 32),women's clothing,Clothing,3.7,"1,476",8.0,4.9
bx-20KSUO,Lavie Women Hand Bag,accessories,Bags & Luggage,4.0,304,33.0,27.6
bx-20L04K,"Hang It Gym Bag Combo for Men and Woman ll Gym Bag with Shoe Compartment,Blue 500ML Bottle, Blue Wristband, Blue Gloves ll...",accessories,Bags & Luggage,4.0,1,11.0,3.8
bx-20MMQ0,"Ayurvelly Naturals Glass Dropper Bottle with Colour Matt Finished, Brown Frosted, 100ml (Set of 2)",accessories,Bags & Luggage,4.4,91,12.0,5.3
bx-20MU2P,"NFI essentials Waist Bag Travel Handy Hiking Zip Chest Bag, Crossbody Shoulder Bag for Man & Women Money Phone Belt Sport ...",accessories,Bags & Luggage,3.1,6,12.0,5.6
bx-20OEWS,"ADSON Backpack for kids, Cute Lightweight Water Resistant Preschool Backpack Bookbag for Kids,Toddlers Kindergarten School...",accessories,Bags & Luggage,4.3,3,30.0,22.3
bx-20OG0F,NEUTRON Chronograph Analog Black Color Dial Women Watch - G206-(66-L-10) (Pack of 2),accessories,Watches,,,10.0,5.5
bx-20PJP1,NEUTRON Quartz Analog White and Black Color Dial Women Watch - GC197-(73-L-10) (Pack of 2),accessories,Watches,,,8.0,6.3
bx-20PMQ0,Veloz Aqua NEON Quick Drying Anti-Chafing Swim Dress I Women’s Swimming Costume I Swimwear for Women I One-Piece Swimsuits...,women's clothing,Clothing,3.8,14,48.0,30.2
bx-20PQ1X,"ESR Rebound Magnetic Case Compatible with iPad Pro 11 Inch (2022/2021/2020, 4th/3rd/2nd Generation), Convenient Magnetic A...","tv, audio & cameras",All Electronics,4.5,"15,229",37.0,13.9
bx-20S4XX,"Ohuhu Double Tipped Alcohol Markers, Art Marker Set for Kids, Adults Coloring Illustration, Great Value Pack for Students'...","tv, audio & cameras",All Electronics,4.3,"2,852",29.0,16.2
bx-20SP5P,Kenneth Cole Womens Metallic Analogue Watch (White_Free Size),accessories,Watches,,,125.0,56.4
bx-20TJL2,MISHILL CREATORS Women's Banarasi Lichi Silk Beautiful Rich pallu and jacquard work on allover this saree With Plain Unsti...,women's clothing,Clothing,,,18.0,5.3
bx-20UV8S,TIMENTER Stylish Analog Black and Brown Color Dial Men Watch - BL46.70-B15 (Pack of 2),accessories,Watches,,,12.0,7.6
bx-20XI0C,TIMEX Analog Silver Dial Women's Watch-TWEL12703,accessories,Watches,4.6,5,46.0,33.5
bx-20XYUC,ROOLIUMS Cotton Lycra Tight Fit Stretchable Cycling Shorts Womens | Shorties for Activewear/Exercise/Workout/Yoga/Gym/Cycl...,sports & fitness,Yoga,3.1,39,7.0,0.5
bx-20Y6SC,American Tourister Unisex Messenger Bag (Navy),accessories,Bags & Luggage,4.2,77,47.0,34.9
bx-20Y6T2,"Mapro Lemon Ginger Squash, 750ml",grocery & gourmet foods,"Coffee, Tea & Beverages",4.3,421,2.0,0.7
bx-20Z8GQ,NEUTRON Technology Analog Silver and Black Color Dial Girls Watch - GX3-(53-L-10) (Pack of 2),accessories,Watches,,,7.0,3.4
bx-210IM8,Studio Etheno Premium Wrist Watches for Women TB-30-ROG-SS-N,accessories,Watches,,,60.0,0.8
bx-210QBN,Wayona Type C To Type C Long Fast Charging Cable Type C Charger Cord Compatible With Samsung S22 S20 S20 Fe 2022 S22 Ultra...,"tv, audio & cameras",All Electronics,4.3,"3,214",24.0,17.6
bx-210VM2,12pcs Badmintons Duck/Goose Feather Cock/Foam Head Shuttle Cocks Shuttlecocks Set Badminton Ball Game with Storage Tube,sports & fitness,Badminton,,,75.0,7.6
bx-2130JP,Kopykat Women's Fourway Lycra High Waist Sports Shorts Tights with Pockets,women's clothing,Clothing,5.0,3,10.0,0.3
bx-213GZI,Pelo Set of 2 Swimming Earplugs Nose Clip Plugs/Ear And Nose Protector Swimming Sets Swimming Nose Clip And Ear Plugs For ...,accessories,Bags & Luggage,,,6.0,1.9
bx-215CU1,Sanjis Enterprise combo of bag Girl's Kids Unicooorn Character cute Bags Girls Stylish|Picnic Bag | Bag for Girls student ...,accessories,Bags & Luggage,3.9,17,18.0,15.4
bx-216WF9,Daniel Klein Analog Rose Gold Dial Women's Watch-DK11699-4,accessories,Watches,5.0,1,71.0,20.4
bx-217V6B,TIMEX TWEL13000,accessories,Watches,3.7,9,59.0,36.1
bx-2181XU,Vaamsi Crepe Printed Kurti(VPK1774_Blue),women's clothing,Clothing,3.8,767,12.0,7.7
bx-218VPI,FOSSEL Analogue Girls' Watch (Pink Dial Pink Colored Strap),accessories,Watches,4.3,4,6.0,0.6
bx-218W92,PrimeBox Travel Duffel Bag Sports Tote Shoulder Gym Bag Womens Travel Bags Lightweight Water Resistant Workout Bag for Spo...,accessories,Bags & Luggage,,,12.0,0.8
bx-218X34,Piyali's Creation Women's Pure Cotton Made Printed Square Neck Sleeveless Nighty -Pink,women's clothing,Clothing,3.9,20,14.0,4.9
bx-219BIF,Daniel Klein Analog Blue Dial Women's Watch-DK11138-3,accessories,Watches,3.9,172,73.0,35.4
bx-219EC8,"Ant Esports 690 Neo Sata 2.5"" 256 GB SSD Internal Solid State Drive (SSD) with SATA III Interface, 6Gb/s, Fast Performanc...","tv, audio & cameras",All Electronics,4.4,482,41.0,5.7
bx-219NH2,"boAt Rockerz 245v2 Bluetooth Wireless in Ear Earphones with Upto 8 Hours Playback, 12mm Drivers, IPX5, Magnetic Eartips, I...","tv, audio & cameras",All Electronics,3.9,"89,166",30.0,16.4
bx-219X7O,AV2 Women's Cotton All Over Print Top and Pyjama Set Pack of 1,women's clothing,Clothing,4.3,526,35.0,26.2
bx-219Y5G,Epaal® Silicone Straps for Mi Band 6 / Mi Band 5 Rugged and Tough Bracelet Silicone Replacement Strap Compatible with Mi B...,"tv, audio & cameras",All Electronics,4.1,"1,299",5.0,1.4
bx-21AG0O,QAZMI Women Cotton Kashmiri Embroidered Straight Kurti,women's clothing,Clothing,4.2,3,15.0,9.2
bx-21ALDL,Core i5 3570K 3rd Generation Processor 3.40 Ghz for LGA 1155 Socket Excellent Performance Processor (Silver),"tv, audio & cameras",All Electronics,3.8,8,96.0,49.3
bx-21ASBW,W for Woman Women's Cotton Blue Gathered Dress Maxi,women's clothing,Clothing,3.2,7,34.0,25.6
bx-21AW5H,HP F6V97AA#ACJ External USB DVD-RW Drive,"tv, audio & cameras",All Electronics,4.4,"10,534",30.0,18.6
bx-21BEVP,Titan Raga Viva Analog Pink Dial Women's Watch-2606WL02,accessories,Watches,4.0,36,43.0,33.1
bx-21DQZJ,"MASQ By Q-One 4 Layer, Reusable with Detachable Chain and Ear Adjusters Velvet Cloth Face Mask without Valve Combo for Wom...",accessories,Bags & Luggage,4.5,195,9.0,4.3
bx-21F08G,Kytsch Grey Numeric Dial Simple Casual Wrist Watch for Women & Girls Latest Offer KT-MT-Acc_ 350,accessories,Watches,,,7.0,3.5
bx-21HVCR,"TRASA Women's Skinny Fit Trackpants - Sizes:- L, XL, 2XL, 3XL",women's clothing,Clothing,3.8,"1,802",12.0,0.3
bx-21IIFT,NEUTRON Party Wedding Analog White and Black Color Dial Girls Watch - GC90-(69-L-10) (Pack of 2),accessories,Watches,,,8.0,3.7
bx-21K3TH,CREATURE Gaga Cat-Eye Oversize Sunglasses For Girls(Lens-Purple||Frame-Black||GAGA-007),women's clothing,Clothing,4.1,"1,46",18.0,9.7
bx-21KRU7,Van Heusen Women's Western (Navy),accessories,Bags & Luggage,,,22.0,16.8
bx-21M6Y1,umera clutches wristlet green for girls and woman,accessories,Bags & Luggage,3.1,2,24.0,13.9
bx-21MNWE,"VJTI Envelope Folder,Transparent Poly-Plastic A4 Documents File Storage Bag with Snap Button Set of 5/Certificate File Hol...","tv, audio & cameras",All Electronics,4.2,574,7.0,5.0
bx-21Q1S1,Decor & More - Eye Mask | Sleeping Mask For Men Women | Light Weight & Comfortable Super Soft Adjustable Cotton Eye Mask F...,accessories,Bags & Luggage,4.6,7,12.0,2.3
bx-21QW6K,NEUTRON Royal Analog White and Black Color Dial Girls Watch - GC21-(63-L-10) (Pack of 2),accessories,Watches,,,8.0,1.8
bx-21RJA3,"Tiwkka Cute Cartoon Lightning Data Cable Case for 18-20W iPhone USB-C Power Adapter Charger, Cartoon 3D Design Protective ...","tv, audio & cameras",All Electronics,1.0,1,12.0,9.1
bx-21S8JY,Layfuz Lightweight Portable Foldable Backpack Waterproof Backpack Folding Bag Ultralight Outdoor Pack for Women Men Travel...,accessories,Bags & Luggage,,,20.0,9.3
bx-21SK6W,HIGH Star Women Black Denim Shorts,women's clothing,Clothing,4.6,3,13.0,1.8
bx-21T5F9,CLOUDWOOD Combo Pack of Analog Wrist Watch for Women's and Girls (Multicolor Dial Black & Navy Blue Coloured Strap),accessories,Watches,4.0,1,19.0,16.3
